type,sweet molecule id,mol,value,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
sweet,22017,OC(C(O)C(O)CO)C(O)CO,65,24.707102,0,0,2,4,6,0,0,0,26,6,12,12,6,37.888912,1.457266,0,0,6,0,0,14,0,0,6,0,0,3.9851644,-2.6422708,-0.70114243,0.76282245,2.7054894,-2.8476448,-0.8765524,0.54888862,2.4906323,-2.4415898,-0.58287549,0.84542644,2.890588,15.304898,5,0.45454547,0,25,0,11,7,5,0.45454547,25,0,9.7236147,6.4068961,3.7236147,3.7236147,5.5401111,3.4817476,1.8164966,1.8164966,4,4,1.0397025,7,0,-0.79548436,-0.43090469,0.21410722,2.3911719,-0.96059406,-0.61478311,-0.006880603,2.2249088,-0.52603096,-0.2848441,0.24408653,2.5690489,7.5945816,12.040118,3.8218274,-2.0473094,-2.0473094,1.3879781,0,0,3.9767268,0,14,14,1,0,12,5.6122451,3.515625,12,5.6122451,3.515625,5.6122451,6,6,1,1,-3.3900001,1.6247,3.8320489,0,1,0,0,0,5,2,0,0,1.3049232,-1.3049232,0.16666667,0.16666667,0,0,0,0,77.951027,0,0,0,0,0,0,81.401527,0,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,0,0,0,0,1,-3.5854001,152.31136,0,25.874598,41.852516,0,0,0,0,0,0,3.81988,0,152.31136,0,25.874598,0,0,41.852516,0,121.38,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,0,0,0,0,77.951027,0,81.401527,182.172,206,16,50
sweet,22025,OC1C(O)C(O)OC(C)C1O,69,22.571516,0,0,2,2,5,0,0,0,23,4,9,11,5,33.902958,1.4740417,0,0,6,0,0,12,0,0,5,0,0,2.6253583,-2.7082725,-0.64334506,0.71724308,2.7689981,-2.8903525,-0.8034026,0.52309966,2.5921838,-2.5069976,-0.52954137,0.79381335,2.9533596,15.034484,0,0,0,23,0,11,1,0,0,23,0,8.5938578,6.0838542,3.8867514,3.8867514,5.036581,3.4148836,1.9106836,1.9106836,5,5,1.0127385,5,0,-0.78638381,-0.4098857,0.18089527,2.4373775,-0.95275766,-0.49643064,-0.009345756,2.3082838,-0.52332002,-0.27427396,0.21281835,2.6166677,6.2920465,9.4443283,3.4809415,-1.743072,-1.743072,0.8537004,0,0,3.6267996,0,14,14,1,0,9.090909,3.1640625,1.6,9.090909,3.1640625,1.6,2.6149278,5,4,1,0,-1.897,0.7202,3.4879367,0,1,6,1,1,2,0,0,0,1.1631523,-1.1631523,0.25987658,0.28058109,29.408449,0,0,8.458519,25.375559,0,14.708499,0,0,0,13.566921,40.700764,0,2.503756,0.38177663,0.42139548,0.32069275,0.61822337,0.57860452,0.29753062,51.433891,56.771439,43.204517,83.288574,77.951027,40.084057,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,134.72247,0,0,0,134.72247,0,3,1,1,0,0,0.45454547,-2.1938,101.54091,0,45.400986,0,0,0,0,0,0,33.326015,3.4574201,10.999887,101.54091,0,34.4011,0,0,0,33.326015,90.150002,0.68403846,4.4594316,2.1073608,6.6431947,134.72247,150.14833,2.503756,0,0,0,63.242527,14.708499,56.771439,164.157,140,17,54
sweet,22026,O=CC(O)C(O)C(O)C(O)C,69,22.571516,0,0,2,4,5,0,0,0,23,4,9,11,5,33.902958,1.4740417,0,0,6,0,0,12,0,0,5,0,0,3.9080324,-2.6151571,-0.56793088,0.67835879,2.6781859,-2.8034496,-0.71311784,0.50020289,2.5051818,-2.4101419,-0.47147486,0.74520612,2.8689373,14.076484,4,0.40000001,0,22,1,10,5,4,0.40000001,21,0,9.0165081,6.0838542,3.8867514,4.0165076,5.0021062,3.1791813,1.9106836,1.9855986,4,4,0.98381972,6,0,-0.79293001,-0.38632962,0.15912504,2.3136897,-0.95980245,-0.51078653,-0.009572924,2.174542,-0.52685368,-0.25124744,0.19280434,2.4991374,6.5162773,9.7904968,4.0103598,-1.1830592,-1.1830592,0.60136402,0,0.6898905,3.7194312,0,14,14,1,0,11,4.7928996,3.2653062,10.06763,4.3443375,2.9342501,3.9761074,5,4,1,0,-1.906,0.85986,3.6401832,0,1,0,1,0,4,0,0,0,1.152179,-1.152179,0.21577688,0.24771975,29.408449,0,0,8.458519,47.434032,0,0,0,0,0,0,54.267685,13.566921,0,0.24727736,0.44297081,0.44297081,0.75272262,0.55702919,0.30975181,37.86697,67.834602,67.834602,115.26864,85.301003,47.434032,0.5,1,0,0,0,0,1,0,0,0,1,0,153.1356,0,0,0,153.1356,0,3,1,0,0,0,0.45454547,-2.3512001,101.54091,0,69.882034,0,0,0,0,0,0,33.326015,3.57652,23.862217,101.54091,0,25.874598,0,0,0,53.471233,97.989998,0.64681429,4.321928,2.411232,6.6141419,153.1356,154.56184,13.566921,0,0,0,63.242527,22.058474,67.834602,164.157,160,14,46
sweet,22014,OC[C@@]1(O)C(O)C(O)C(O)CO1,70,23.373516,0,0,2,3,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,2.7058375,-2.7049148,-0.69991457,0.75014597,2.7862988,-2.913547,-0.87170041,0.53266305,2.5637293,-2.512068,-0.5673219,0.83382428,2.9596844,15.034484,1,0.083333336,0,24,0,12,3,1,0.083333336,24,0,9.3533716,6.2905807,3.6462643,3.6462643,5.5098543,3.524374,1.7171435,1.7171435,4,3,1.0688877,6,0,-0.78648663,-0.4521127,0.20246537,2.470438,-0.95668256,-0.62182176,-0.008490472,2.2997258,-0.52526808,-0.28712612,0.23319519,2.6436007,7.5019736,11.340592,3.8441167,-2.3601835,-2.3601835,1.2709019,0,0,3.8068967,0,14,14,1,0,10.083333,3.3950617,1.7013233,10.083333,3.3950617,1.7013233,2.8527949,6,5,1,0,-2.45,1.07472,3.6181557,0,1,6,1,1,3,0,0,0,1.3796343,-1.3796343,0.2034893,0.23589125,0,0,0,22.058474,47.434032,1.1085443,0,0,0,0,13.566921,54.267685,0,2.503756,0.25277099,0.49906808,0.40280741,0.74722898,0.50093192,0.3444216,35.625397,70.338364,56.771439,105.31402,70.601051,48.542576,0.5,1,0,0,0,0,1,0,0,0,1,0,140.93941,0,0,0,140.93941,0,3,1,1,0,0,1,-3.2198,126.92613,0,30.405836,41.852516,0,0,0,0,0,0,3.6008,10.999887,126.92613,0,19.405949,0,0,41.852516,0,110.38,0.65002245,4.5849624,2.2478712,6.8968229,140.93941,157.22887,2.503756,0,0,0,69.492508,1.1085443,70.338364,180.15599,178,20,60
sweet,22015,O=CC(O)C(O)C(O)CO,70,19.47793,0,0,2,4,5,0,0,0,20,4,9,10,4,30,1.5,0,0,5,0,0,10,0,0,5,0,0,3.6952057,-2.5712984,-0.64798474,0.72950953,2.6450675,-2.7822099,-0.80949479,0.53022105,2.4228196,-2.3699844,-0.5368914,0.80557239,2.831502,11.89007,4,0.44444445,0,19,1,9,5,4,0.44444445,18,0,8.1462641,5.2136106,3.0165079,3.1462643,4.6294274,2.7347751,1.4082483,1.4831632,3,3,1.0295192,6,0,-0.79178441,-0.41800463,0.19620869,2.2077837,-0.95972341,-0.59305769,-0.007251421,2.0302224,-0.52481633,-0.26939392,0.2272242,2.3909979,6.4889412,9.7218523,3.8828793,-1.4293644,-1.4293644,0.84598291,0,0.68989056,3.2650456,0,14,14,1,0,10,4.7603307,3.1111112,9.0641108,4.263,2.7586319,3.8640306,5,4,1,0,-2.368,1.18707,3.1980214,0,1,0,1,0,4,0,0,0,1.1492389,-1.1492389,0.21633002,0.24835347,0,0,0,0,69.492508,0,0,0,0,0,0,54.267685,13.566921,0,0,0.49396366,0.49396366,1,0.50603634,0.50603634,0,67.834602,67.834602,137.32712,69.492508,69.492508,0.5,1,0,0,0,0,1,0,0,0,1,0,137.32712,0,0,0,137.32712,0,3,1,0,0,0,1,-2.7397001,101.54091,0,63.413383,20.926258,0,0,0,0,0,0,3.1170199,23.862217,101.54091,0,19.405949,0,0,20.926258,20.14522,97.989998,0.68007702,4.1699252,2.3451281,6.3257284,137.32712,136.03438,13.566921,0,0,0,47.434032,22.058474,67.834602,150.12999,125,12,40
sweet,22016,OC(C(O)CO)CO,71,16.91593,0,0,2,2,4,0,0,0,18,4,8,8,4,25.839369,1.4355205,0,0,4,0,0,10,0,0,4,0,0,3.2924781,-2.5712008,-0.67778879,0.74848658,2.6138337,-2.760021,-0.83582926,0.54968727,2.4169028,-2.3648925,-0.56585813,0.82793498,2.8042333,10.93207,3,0.42857143,0,17,0,7,5,3,0.42857143,17,0,6.5689139,4.3577685,2.5689142,2.5689142,3.718744,2.2986832,1.1498299,1.1498299,2,2,1.0146127,5,0,-0.79526407,-0.41610205,0.20432888,2.1212707,-0.95375049,-0.58607298,-0.005757798,1.9692998,-0.52624965,-0.27759847,0.23639055,2.3003845,5.0989103,8.0538244,2.7131839,-1.282662,-1.282662,0.983715,0,0,2.7077613,0,14,14,1,0,8,3.9375,2.8125,8,3.9375,2.8125,3.9375,4,4,1,0,-2.244,1.21962,2.6548197,0,1,0,1,0,3,0,0,0,0.86994874,-0.86994874,0.25,0.25,0,0,0,0,61.033989,0,0,0,0,0,0,54.267685,0,0,0,0.47065824,0.47065824,1,0.52934176,0.52934176,0,54.267685,54.267685,115.30167,61.033989,61.033989,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,115.30167,0,0,0,115.30167,0,3,0,0,0,0,1,-2.3072,101.54091,0,12.937299,41.852516,0,0,0,0,0,0,2.61852,0,101.54091,0,12.937299,0,0,41.852516,0,80.919998,0.75787848,3.8073549,2.1055162,5.6514521,115.30167,110.42638,0,0,0,0,61.033989,0,54.267685,122.12,68,8,30
sweet,22018,O=C(C(O)C(O)C(O)CO)CO,92,23.373516,0,0,2,4,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,3.997453,-2.5804455,-0.67407393,0.73958987,2.6655171,-2.7991302,-0.82792997,0.53783065,2.4343257,-2.3798106,-0.54739255,0.82228714,2.8525369,14.076484,5,0.45454547,0,23,1,11,7,5,0.45454547,22,0,9.7236147,6.2905807,3.6462643,3.7236147,5.5401111,3.3283198,1.7171435,1.8164966,3,3,1.0397025,7,0,-0.79172331,-0.44142574,0.19779694,2.310035,-0.96265703,-0.59788764,-0.006027027,2.1242785,-0.52571237,-0.275374,0.24197677,2.4949331,7.682272,11.655592,4.2306399,-1.7756718,-1.7756716,0.98653233,0,0.68990821,3.8995306,-1.03E-06,12.988386,14,1.0000151,6.12E-07,12,5.6122451,3.515625,11.07052,5.1365461,3.1975899,4.7386866,6,5,1,0,-3.2620001,1.0908099,3.7899892,0,1,0,1,0,5,0,0,0,1.3665516,-1.3665516,0.18192273,0.21260478,0,0,0,0,77.951027,0,0,0,0,0,0,67.834602,13.566921,0,0,0.51082665,0.51082665,1,0.48917338,0.48917338,0,81.401527,81.401527,159.35255,77.951027,77.951027,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,159.35255,0,0,0,159.35255,0,4,1,0,0,0,1,-3.3771999,126.92613,5.6876111,43.268166,41.852516,0,0,0,0,0,0,3.7198999,23.862217,126.92613,0,19.405949,0,0,47.540127,0,118.22,0.61674827,4.4594316,2.5538447,6.8678312,159.35255,161.64238,13.566921,0,0,0,69.492508,8.458519,81.401527,180.15599,206,16,50
sweet,22081,O([C@@]1(CO)C(O)C(O)C(CO)O1)C1C(O)C(O)C(O)C(CO)O1,100,44.611446,0,0,3,5,11,0,0,0,45,8,19,23,10,67.952599,1.5100577,0,0,12,0,0,22,0,0,11,0,0,2.1772697,-2.7184725,-0.73311818,0.75693756,2.8432038,-2.9167998,-0.87425137,0.56277567,2.6292994,-2.5233934,-0.6033929,0.84034413,3.0174718,29.798553,5,0.20833333,0,46,0,24,4,5,0.20833333,46,0,17.361443,12.042576,7.2401223,7.2401223,10.806897,7.0494604,3.4587252,3.4587252,9,8,1.0566316,10,0,-0.79170889,-0.45143601,0.19729018,2.8436656,-0.96357441,-0.59686315,-0.004385917,2.6875477,-0.53116488,-0.28744861,0.2385862,3.0200536,13.73044,19.577791,7.9430799,-4.0606031,-4.0606031,1.7550474,0,0,7.2638664,0,14,14,1,0,19.326389,7.4861112,3.3833141,19.326389,7.4861112,3.3833141,6.2904129,11,8,0,2,-4.3660002,1.3674901,6.9150515,0,1,11,0,2,8,3,0,0,2.6885288,-2.6885288,0.10089343,0.12170994,0,0,0,16.917038,108.46802,15.817043,0,0,0,0,0,108.53537,0,7.5112681,0.06576141,0.45110673,0.45110673,0.93423861,0.54889327,0.48313186,16.917038,116.04664,116.04664,240.3317,141.2021,124.28506,0.5,1,0,0,0,0,1,0,0,0,1,0,257.24875,0,0,0,257.24875,0,5,1,2,0,0,1,-5.3955998,203.08182,0,86.806709,62.778774,0,0,0,0,0,0,6.86414,32.999664,203.08182,0,53.807049,0,0,62.778774,0,189.53,0.43892586,5.5849624,3.0969872,8.7863045,257.24875,302.96368,7.5112681,0,0,0,125.38506,15.817043,116.04664,342.297,1110,43,120
sweet,22082,OC(C(O)CO)C(O)CO,102,20.811516,0,0,2,4,5,0,0,0,22,5,10,10,5,31.868664,1.4485756,0,0,5,0,0,12,0,0,5,0,0,3.6854064,-2.6139381,-0.70287901,0.7662605,2.6690538,-2.8129153,-0.87633371,0.55220622,2.4611077,-2.4109831,-0.58604604,0.84870452,2.8562882,13.118484,4,0.44444445,0,21,0,9,6,4,0.44444445,21,0,8.1462641,5.3823323,3.1462643,3.1462643,4.6294274,2.8902154,1.4831632,1.4831632,2,2,1.0295192,6,0,-0.79659081,-0.42797574,0.21656394,2.2716768,-0.95835054,-0.60960978,-0.006458127,2.1109929,-0.52631408,-0.28450057,0.24606422,2.4500854,6.3470025,10.048557,3.2696791,-1.6655093,-1.6655093,1.1861998,0,0,3.3422441,0,14,14,1,0,10,4.7603307,3.1111112,10,4.7603307,3.1111112,4.7603307,5,5,1,0,-2.8169999,1.42216,3.2435048,0,1,0,1,0,4,0,0,0,1.087436,-1.087436,0.2,0.2,0,0,0,0,69.492508,0,0,0,0,0,0,67.834602,0,0,0,0.49396366,0.49396366,1,0.50603634,0.50603634,0,67.834602,67.834602,137.32712,69.492508,69.492508,0.5,1,0,0,0,0,1,0,0,0,1,0,137.32712,0,0,0,137.32712,0,3,0,0,0,0,1,-2.9463,126.92613,0,19.405949,41.852516,0,0,0,0,0,0,3.2191999,0,126.92613,0,19.405949,0,0,41.852516,0,101.15,0.68007702,4.1699252,2.3451281,6.3257284,137.32712,136.03438,0,0,0,0,69.492508,0,67.834602,152.146,125,12,40
sweet,22085,OC[C@]1(O)C(O)C(O)C(CO)O1,148,23.373516,0,0,2,3,6,0,0,0,24,5,11,12,5,36,1.5,0,0,6,0,0,12,0,0,6,0,0,2.7241123,-2.5232604,-0.74500406,0.76159781,2.8115392,-2.7558367,-0.89645088,0.55706698,2.5880015,-2.345119,-0.61071271,0.84763169,2.9842842,15.034484,2,0.16666667,0,24,0,12,3,2,0.16666667,24,0,9.3533716,6.2905807,3.6462643,3.6462643,5.5478592,3.5294299,1.7171435,1.7171435,4,3,1.0688877,6,0,-0.78948033,-0.45158258,0.20491022,2.4699147,-0.96659756,-0.60821277,-0.005238572,2.2983942,-0.53091741,-0.29116735,0.24372546,2.6429396,7.4937568,11.270862,3.832716,-2.3382733,-2.3382733,1.2551234,0,0,3.8068967,0,14,14,1,0,10.083333,3.3950617,1.5625,10.083333,3.3950617,1.5625,2.8527949,6,5,1,0,-2.45,1.07472,3.6270976,0,1,5,1,1,3,0,0,0,1.3796371,-1.3796371,0.20348863,0.23580526,0,0,0,8.458519,61.033989,1.1085443,0,0,0,0,13.566921,54.267685,0,2.503756,0.15627594,0.49906808,0.40280741,0.84372407,0.50093192,0.44091663,22.02544,70.338364,56.771439,118.91397,70.601051,62.142532,0.5,1,0,0,0,0,1,0,0,0,1,0,140.93941,0,0,0,140.93941,0,3,1,1,0,0,1,-3.2198,126.92613,0,30.405836,41.852516,0,0,0,0,0,0,3.6008,10.999887,126.92613,0,19.405949,0,0,41.852516,0,110.38,0.65002245,4.5849624,2.2799666,6.8924041,140.93941,157.22887,2.503756,0,0,0,69.492508,1.1085443,70.338364,180.15599,180,19,60
sweet,21948,O=C(OC)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1,160,42.852276,0,0,2,4,5,0,6,0,39,4,9,21,11,64.159424,1.6451135,0,0,14,0,0,18,0,2,5,0,0,2.5226054,-2.5432665,-0.53061908,0.57760328,2.5927744,-2.8140571,-0.4968271,0.60162342,2.4449298,-2.2914238,-0.39504194,0.70123738,2.8318818,24.467726,7,0.33333334,6,39,3,21,3,9,0.42857143,30,0,15.828063,11.613222,8.4556656,9.4138489,9.9347591,6.3319974,4.0116372,5.1161566,2,0,0.86132878,11,0,-0.81466621,-0.40024006,0.078257337,2.5145469,-1.3636259,-0.37995088,0.10073482,2.4613974,-0.50168252,-0.22111547,0.17079124,2.7580826,8.313448,14.140401,6.972414,0.20902832,0.52411705,-2.0110402,0,5.9878454,7.7107549,-0.56036347,6.8936677,10.101515,2.0482161,3.1314569,19.047619,9.9039783,7.1999998,14.304854,7.322803,5.2599206,4.988173,7,4,1,0,-0.018999999,-1.56977,7.6786485,0,1,6,1,1,7,0,0,0,1.6180516,-1.6180516,0.18754409,0.18367109,0,15.808495,15.808495,49.057533,0,27.65803,14.708499,81.251015,0,31.30941,0,5.6825762,43.204517,0,0.67923623,0.56750089,0.17184204,0.32076377,0.43249911,0.14892173,193.23494,161.44753,48.887096,91.253624,123.04105,42.366531,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,284.48856,0,0,0,284.48856,0,6,0,1,0,0,0.14285715,-0.31112999,50.90794,20.749712,90.550476,25.385227,3.185575,54.252274,0,88.215919,18.868406,0,7.4320898,82.58654,0,43.395977,11.149512,32.897186,125.95274,20.749712,35.383869,118.72,0.45371634,5.3923173,3.2524941,8.5032482,284.48856,320.62436,27.133842,0,0,5.6825762,161.92554,44.870285,77.692749,294.30701,1000,27,96
sweet,21979,O=S=1([O-])OC(C)=CC(=O)N=1.[K+],170,60.31517,1,1,0,0,1,4,0,1,15,0,1,11,3,34.603359,2.3068905,0,0,4,0,0,4,0,1,4,0,1,3.2477217,-2.3807049,-0.43185914,0.56071389,2.329437,-2.3372695,-0.38705438,0.23408817,2.4097505,-2.0338778,-0.10546662,0.29025468,2.7332034,15.042828,0,0,0,14,2,10,2,0,0,12,0,7.776021,10.005407,2.5773504,2.8618073,4.4948006,3.756928,1.0773503,1.3938469,0,0,1.0171571,11,0,-0.85857278,-0.43840688,-0.012054715,1.8737063,-0.7980057,-0.40609029,-0.019145593,1.9593557,-0.4791559,-0.11787114,0.035576764,2.2373612,8.2225275,1.7116318,1.7116318,2.3504078,2.3498473,-8.7492361,1.5569615,2.1640689,13.132984,0.00291376,14,9.5342789,1.0203611,0.001739617,11,3.5999999,3.2653062,14.122822,4.7422991,4.3993082,6.088604,5,0,1,0,-0.34799999,-0.87094003,14.306435,0,2,6,1,1,0,0,0,0,1.224992,-1.224992,0.81633186,0.50007045,50.816502,0,15.105593,0,0,0,67.055405,23.883701,0,0,32.016521,4.945097,0,13.566921,0.58740765,0.35880387,0.089261971,0.41259238,0.64119613,0.3233304,121.82232,74.412239,18.512018,85.567421,132.97749,67.055405,0,0,0,0,0,0,1,0,0,0,1,0,207.38974,0,0,0,207.38974,0,11,1,1,0,0,0.27272728,0.065499999,0,53.430473,107.80766,0,0,5.2434282,0,34.048183,0,33.326015,3.21278,147.63474,0,16.404997,5.2434282,0,17.643185,5.2587838,41.670639,60.439999,0.64681429,4.321928,2.2972689,6.3325896,207.38974,193.88452,58.603748,53.658649,67.055405,0,53.675465,28.055124,58.603748,201.243,219,11,50
sweet,21957,O=C(OC1C(O)C(O)C(O)C(CO)O1)[C@@]1(C)C2[C@@](C)(C3[C@]4(CC(=C)[C@](OC5C(O)C(O)C(O)C(COC6C(O)C(O)C(O)C(CO)O6)O5)(C4)CC3)CC2)CCC1,250,121.32358,0,0,3,5,17,0,0,0,116,11,28,56,34,166.63246,1.4364867,0,0,38,0,0,60,0,0,18,0,0,1.0356038,-2.9893897,-0.62796038,0.68686038,2.9966533,-2.9367125,-0.62579477,0.53367698,3.0745726,-2.7404981,-0.48514748,0.796359,3.2475793,78.046417,9,0.14516129,0,122,2,62,3,10,0.16129032,120,0,40.697578,31.78443,24.007343,24.454937,26.357517,19.856537,13.877922,14.233765,21,17,0.92470622,24,0,-0.79696018,-0.43163183,0.099569172,3.6231384,-0.95565093,-0.40438905,-0.007489555,3.6661837,-0.53825629,-0.26060483,0.18173642,3.8368485,22.381001,32.781773,16.674053,-1.704278,-1.704278,-2.2021518,0,1.6470823,19.370916,0,14,14,1,0,44.06868,16.363636,7.350678,42.744091,15.862828,7.1229448,12.107896,18,11,0,3,-2.2780001,-3.70399,18.792091,0,1,37,0,7,16,5,0,0,4.5805569,-4.5805569,0.060240474,0.071943596,205.51044,0,0,47.434032,120.24362,58.833996,0,31.616989,0,0,0,149.23613,16.070677,12.518781,0.44361204,0.32650679,0.27721804,0.55638796,0.67349321,0.27916989,284.56146,209.44258,177.82559,356.9032,432.02209,179.07762,0.5,1,0,0,0,0,1,0,0,0,1,0,641.46466,0,0,0,641.46466,0,12,1,7,0,0,0.58928573,-2.9381001,279.23749,7.7454643,193.06483,62.778774,8.8215923,3.185575,0,0,169.81564,98.752823,18.63958,89.861542,279.23749,8.8215923,106.38887,0,169.81564,70.524239,98.752823,294.98001,0.24018288,6.9541965,4.3480787,11.308139,641.46466,805.01239,26.085701,0,0,0,404.80508,61.337753,175.32184,804.88,14019,122,322
sweet,21981,O=C(Nc1ccc(OCC)cc1)N,250,27.645515,1,1,0,0,2,0,6,0,25,2,4,13,8,40.547531,1.6219012,0,0,9,0,0,12,0,2,2,0,0,2.1692662,-2.3936636,-0.54665416,0.49464339,2.3511951,-2.5345054,-0.46263835,0.72245687,2.4240007,-2.1484869,-0.31930256,0.66989112,2.6073945,15.992484,3,0.23076923,6,25,1,13,2,4,0.30769232,18,0,9.681798,7.4103546,5.5165076,6.2675848,6.2195454,4.0140724,2.5284741,3.3401,0,0,0.8131305,9,0,-0.80434901,-0.40454674,0.084783658,2.1619108,-1.3705118,-0.31777388,0.16445385,2.2994397,-0.51348835,-0.21605732,0.19305076,2.4526587,3.7522345,9.6886024,2.6245039,0.58438224,0.58438224,-1.4120222,0,4.7410669,5.0707903,0,14,14,1,0,11.076923,5.671875,4.1522493,7.6699615,3.7929466,2.6950226,2.2378273,4,3,1,0,0.78200001,-1.91177,5.0181627,0,1,6,1,1,3,0,0,0,0.84478784,-0.84478784,0.45760545,0.39108264,92.642426,15.158071,22.058474,0,0,0,17.440542,0,17.742489,0,5.6825762,13.566921,0,2.503756,0.8205992,0.21143869,0.086033642,0.1794008,0.78856134,0.093367159,153.28404,39.495743,16.070677,33.511219,147.29951,17.440542,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,186.79526,0,0,0,186.79526,0,5,0,1,0,0,0.84615386,1.5759,43.897076,22.840708,0,20.926258,0,0,0,70.572739,0,65.188408,5.0817099,23.862217,10.999887,0,5.2434282,53.664684,70.572739,25.756214,33.326015,64.349998,0.6193822,4.7004399,2.9094779,7.0426092,186.79526,206.74541,16.070677,0,0,23.425066,129.85898,17.440542,39.495743,180.207,280,14,58
